[2025-01-07T15:41:54.709] [INFO] default - ✅ Server running at http://localhost:3001
[2025-01-07T15:41:57.989] [INFO] default - ✅ MongoDB Atlas Connected Successfully
[2025-01-07T15:42:34.339] [INFO] default - ::ffff:127.0.0.1 - - "POST /tasks HTTP/1.1" 201 118 "" "curl/7.87.0"
[2025-01-07T18:17:44.684] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:17:59.685] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:18:14.680] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:18:29.683] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:18:44.685] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:18:59.682] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:19:14.685] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:19:29.684] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:19:44.685] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:19:59.681] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:20:14.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:20:29.678] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:20:44.689] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:20:59.677] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:21:14.683] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:21:29.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:21:44.680] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:21:59.681] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:22:14.681] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:22:29.679] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:22:44.707] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:22:59.715] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:23:14.722] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:23:29.721] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:23:44.721] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:23:59.726] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:24:14.760] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:24:29.729] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:24:44.725] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:24:59.727] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:25:14.779] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:25:29.730] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:25:44.722] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:25:59.720] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:26:14.725] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:26:29.726] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:26:44.724] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:26:59.724] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:27:14.725] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:27:29.740] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:27:44.725] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:27:59.729] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:28:14.724] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:28:29.733] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:28:44.728] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:28:59.722] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:29:29.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:29:44.686] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:29:59.704] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:30:14.775] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:30:29.702] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:30:44.688] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:30:59.703] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:31:14.694] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:31:29.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:31:44.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:31:59.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:32:14.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:32:29.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:32:44.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:32:59.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:33:14.736] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:33:29.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:33:44.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:33:59.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:34:14.692] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:34:29.697] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:34:44.698] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:34:59.694] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:35:14.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:35:29.686] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:35:44.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:35:59.703] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:36:14.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:36:29.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:36:44.726] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:36:59.692] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:37:14.688] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:37:29.689] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:37:44.708] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:37:59.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:38:14.686] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:38:29.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:38:44.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:38:59.689] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:39:14.692] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:39:29.687] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:39:44.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:39:59.692] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:40:14.710] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:40:29.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:40:44.689] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:40:59.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:41:14.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:41:29.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:41:44.688] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:41:59.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:42:14.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:42:29.710] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:42:44.689] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:42:59.718] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:43:14.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:43:29.740] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:43:44.707] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:43:59.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:44:14.694] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:44:29.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:44:44.692] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:44:59.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:45:14.700] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:45:29.692] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:45:44.690] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:45:59.717] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:46:14.749] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:46:29.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:46:44.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:46:59.719] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:47:14.702] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:47:29.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:47:44.692] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:47:59.697] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:48:14.773] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:48:29.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:48:44.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:48:59.755] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:49:14.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:49:29.703] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:49:44.699] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:49:59.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:50:14.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:50:29.698] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:50:44.742] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:50:59.790] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:51:14.695] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:51:29.705] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:51:44.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:51:59.705] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:52:14.691] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:52:29.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:52:44.750] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:52:59.697] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:53:14.742] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:53:29.697] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:53:44.699] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:53:59.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:54:14.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:54:29.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:54:44.694] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:54:59.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:55:14.696] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:55:29.693] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:55:44.698] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:55:59.706] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:56:14.699] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:56:29.688] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:56:44.678] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:56:59.768] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:57:14.683] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:57:29.678] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T18:57:44.681] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:02:36.396] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:02:51.413] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:03:06.388] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:03:21.392] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:03:36.389] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:03:51.392] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:04:06.390] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:04:21.387] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:04:36.391] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:04:51.386] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:05:06.526] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:05:21.393] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:05:36.390] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:05:51.384] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:06:06.392] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:06:21.396] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:06:36.393] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:06:51.393] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:07:06.387] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:07:21.386] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:07:36.392] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:07:51.387] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:08:06.387] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T19:08:21.395] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
